f282c81f-bd75-4959-b235-729e60577943	I absolutely love these gloves! I use them any time I am handling anything hot. I have weak hands and, as an added bonus, they give me a great grip. They are too big for my hands, but they work great anyway. I wash them with dish soap and hot water one glove at a time while wearing it, then hang them to dry. Great product! I bought these at a reduced price for my review.
e17687dd-ecef-4ef9-aa25-ba64dfa2cb5e	High quality product made of extremely durable materials. This seemed like the best combination of price and quality I could find, and I am not disappointed.
07433e27-bf86-49af-8831-526c82d49288	This Oster Immersion Blender is a great tool for blending soups & sauces and making smoothies and baby food.  It has a lot of power and works well with potatoes and fruit.  The only issue I have with it is that it has too much power for some uses.  It says it is a 2 speed blender, but unfortunately those speeds are fast and faster.  You must use a deep container or the contents will be sprayed out of it.  The included plastic cup works very well and I suppose any cup with that height and diameter would also work well.<br /><br />If it had a slower speed that would make it suitable for blending smaller amounts in smaller containers, I would give it 5 stars.
3fb17f46-cb96-4a9c-b635-03b1019cc1c3	Awesome product and love it
5304729d-a9aa-45c0-a399-998c8400d18e	Looks, works, feels great. Love the new clip spot on it.
aeb9facf-7fef-4c99-b52f-a291426d2bed	The ring looks very nice. I bought one for myself and one for my son. The price is right, but the shipping cost is ridiculous.
e0767353-7b94-49b4-b848-38177dd96ba6	These are not $100 mugs.  If you are looking for something for the occasional mule, these work.
57d25b57-ff6b-4eb4-ae1b-18152f2a47fd	Great cake toppers
40c59ec2-a0f0-420b-88d0-bc0bb135fe45	VERY top heavy. If you have a shallow naval piercing, it will flop forward. It is made nicely, just does not work for me.
dd22d7e0-5944-42a9-b66c-865d5280bd9e	Beautiful ring! Perfect fit!
dbe54ba8-bfc7-4d6f-b112-03036ef8e51a	OK
305d8633-1e2e-403e-abc6-5369563f49eb	Nice post length and true to size. Exactly what I wanted
419d8142-c88a-460c-8cd4-8538b9a473ed	Great!
967aedc0-6137-4eef-b5cd-3fe9d6f1b391	Nice ring and looked as pictured. I rated 2 stars because the Lotus broke off and the ring broke within 6 months.
a18cef35-51f7-46e7-8e6a-8d50dedee556	Great at making toast, probably better than any other toaster oven for that specific purpose.  Other things require more guesswork.  We are still trying to perfect the art of chocolate chip cookies.  Some of the controls feel a bit limited like the timer and heat adjustments.
29a75118-12f0-4d0b-8a87-5ff529fc7fd8	Actually love the product.  However, the glasses are stacked when shipped, and one arrived cracked and unusable.
fbee28b6-b557-42b7-9899-527b6cf1f9ff	They look nice! Although a bit smaller than expected...
a70f847f-dab6-4649-ab48-2f794130f672	Received it on the day promised. I have the previous model so, this review will be a comparison. PROS: Taller oven area (about 1/4&#34; more) so although still not as roomy as my  B&D (in toaster-oven heaven), finally, I can roast an open-faced deli sandwich. Larger oven window. Overall size of the appliance is about the same as the previous model. HB kept the toaster lever; thank Goodness as that is easier for my elderly father. CONS: The image is deceiving. Although the toaster opening is about the same (1-1/4&#34;), unbelievably, the space between the grills that holds the slices was greatly reduced to a mere 3/4&#34;! We routinely have Costco bagels that you have to slice yourself; even if you're wide awake and cut the bagel evenly, you'll find yourself coaxing the slices between the grills - now, if you toast only bread slices, you'll be fine. It may be my appliance, but the oven door hinge is not tight enough to keep the door closed; if I tilt it forward slightly to do some clean-up, the door swings open and slams on the counter. As mentioned in a previous review, there is a beep that sounds for every darn thing you do .. plug in, unplug, turn on the toaster and when it's done. The worst beeping is when it's done ... 3 or 4 long, annoying beeps with 2 second intervals. Would have been okay if it was just one, but for crying out loud, HB, there are those of us who are up very early with the family still asleep ... now, we're having to rush to shut it off so that the rest of house doesn't wake up at 5am. 2 stars for keeping the toaster feature separate and for the larger oven area. However, HB took steps backwards with the toaster slot reduction and that annoying beeping for everything! After this morning, I'm not so sure we'll be keeping this one.
18249797-6bcf-40d4-bf99-20237b6ef3ed	The mechanism for the clasp is something I had never seen before, but it's surprisingly stead-fast! Amazing! I love how comfortable it is too. Nothing digs in to my flesh, and it looks cool as all get out! Thank you!
eec61f08-83e0-4f4e-983e-43884cb834b9	My paralyzed wife loves this Double Heart though the chain is too short for her to see it unless she uses a mirror.
68edb75d-ff01-444f-b4eb-b7e5099636fe	Although I like the design of this clip, it doesn't stay clipped to my tie.  Fell off three times the first day.  There isn't enough spring tension to keep it in place.  Updated Sept 5, 2015 The company not only accepted my return of the clip that had no spring tension, they sent me a replacement, for free.  This one looks and feels like it will stay clipped on a tie so I'm assuming the other was just a fluke.  Great customer service to go well above and beyond.
da61bcb7-d0b3-4524-a387-3d1e2ea502d4	Really nice but smaller than what I hoped for. The space between the rows is to small to hang another set of dangling earrings with out it getting all bunched up. I ended up using just the top and the bottom rows. It is cute but I wish it was bigger. Also, it is well made.
2aaa030a-fc79-4f41-a3d2-c1a1997b97e4	These are pretty decent for the price. I have a lot harder of a time getting these to seal, however. I usually end up doing a double seal to make sure they stay closed. The few times I didn't, I ended up with a slow leak.<br /><br />You can go premium and overpay for the Food Saver brand ones, but I think most of the time these are just as good. They do the job.
1b652740-25b8-4723-b264-59814e394d8b	I would recommend to just about anyone...great quality...great price
e44b9442-6f8e-4894-8c47-5f5e1e9a0827	Great value
a0d00114-e174-4e2c-b99e-d7a68d17532f	I love it. It looks exactly as expected. My only disappointment is I saw it on living social for half the price.
ce32b179-f0ea-473d-b912-173a632001de	I recently moved into a house with no ice maker, so I ordered one of these (though it's from eBay, saved $70). I have to say so far I'm pretty impressed. It makes decent sized ice and is super quiet which is a plus since I have to keep it in my room. I'm a little bummed that it doesn't keep the ice frozen, which I didn't realize but everything that melts gets made into new ice so it works out. Will be buying one of these for my mom.
810370e9-4456-4ba1-a26c-f707136a04a2	Easy, straight firward and one hell of a cup of coffee! It takes a little patience but it pays . The only thing I recommend is to pay attention to your grind, you dont want it too fine. A regular grind should be fine. Also a heat difuser is not neccessery but very nice to have, though heavy aluminum foil works too if you dont have one yet. I really enjoy this method of brewing, its become my weekend ritual.
72db976c-c2c8-482e-99e8-78745752be9b	Needed this for an event, worked out perfectly
2d0693cd-7475-48fe-943d-1eb444a7cc9f	very cute, love it
e5466a9b-1ef1-4a07-8ec5-bfd8c94eeb25	Love my popsicle molds! They don't hold a whole recipe (I probable needed a bigger size), but I just put the rest in a glass container. Run under water to loosen from the sides to enjoy. Very happy with my purchase
f3436acb-e082-4338-8f31-03ebd0ae95bb	I just received the product and thank you very much.<br />It's very nice and wonderful. I love it.
d5973203-b8f9-44cd-857a-093caa1a556a	Just exactly what I need.  Very pleased.
6a277909-3b88-4e28-b450-59602416f1f0	How ever made this to me it's was made for little girls
598a71b5-3a5d-44da-b1ce-b5703c280f37	These were exactly what I expected, great price and great quality!
993d5adf-4ade-4a2c-bec9-36d131b6298a	this unit as received was too loud for an occupied room. It's fans and compressor cycled very frequently which was a big distraction in our den. Then after a little more than a year it quit working completely. No repair manuals at the website. No schematics and troubleshooting steps in the instruction manual are useless. I have conclude this particular piece of Chinese junk is a waste of money and heartily recommend NOT buying it.
ba1ec894-160d-43b6-b7c3-fe6b825d2d40	This is the best pan! I've used it for brownies to make them extra fun. The kids just love it when I use this pan. Great price as well.
dccf0b4f-8d2d-4c33-b588-879be1bcbea6	its looks better is the picture
25767218-a029-4263-adb7-cbcb763e1e5d	Very good looking pendant.  Can't beat the price!
f5715cef-ec6d-45d5-9af2-8e6d50f3edce	Cute concept but poorly made I was so disapointed looks like it was made from a tin can
23bd433d-8e74-41f8-a3c2-52907c809a77	Just got my new ring and am very happy with my purchace. Great quality and great price. And only took 2 days to get here.
53e2bbbd-b184-4e34-9071-bb1eaa0e5dbf	This wine opener works great, you don't have to worry about breaking the cork or the lip of the bottle.  Makes a great gift along with the Vacu Vin Wine Saver.
ba41ac60-29e5-4f85-b7ff-dc3e611a8f8e	My girlfriend love this necklace
f174db82-1d72-4fcd-bd84-227f6d3d7c19	some pieces were bent & the case was cracked and dirty
127c6cec-3c6e-4d90-855b-b493c36c3731	The first time I used it, it worked, however, it also broke my egg cup.
8409e4b3-e581-43fd-af64-121744145d5e	Such beautiful pink crystal color in this rosary.  It is just beautiful.  The workmanship, price and fast service was excellent.  I would purchase from this seller again.
533bdb5c-c6ad-4cd6-b907-0163e07d0047	These earrings are lovely but actually a bit larger than I expected.
5670387f-84ab-46cc-b204-a0ad2758a3fe	I love it! I replaced the cord with one I made but the amulet itself it great!
518a2c95-bbb4-4ec0-a16d-de2ea7e4cf7a	Only one earing came and it was broken.
ca820d3b-eef1-415f-b296-207ac5122ed9	Thse work great!
f8f28381-06aa-42fb-920a-231d3a831a7e	They are pretty for a young girl.  The blue is very dark.  The quality is not high, but neither is the price. You get what you pay for.
c8dd7cef-5fec-49b8-a7b0-400a7dde64fa	thank you
8afd8bf7-d2f0-487a-9f9f-858cc0995e99	Excellent!
422941cf-3106-4924-8ede-8436983a7909	Everything as advertised! It froths perfectly and fast. Great addition to the Keurig.  My son also likes it because he can make a fast hot or cold chocolate milk.
721a0c02-e8fc-475f-8d37-257c898f3703	Very pretty. Nicer than the picture
64893fae-53d6-41da-8c33-8c9aeaa3bcf3	Keeps food cold all day long and the zipper is a great addition!
fdb6ffb4-3c18-4ea3-8d5c-bd159677edaf	Size is much larger than I thought it would be but it is good quality.
9a969ea5-c221-40bb-8d9b-c79c8315f24f	The jars were exactly what I wanted.
ae69ce72-c293-4285-a8db-3e0e8232d029	It is very nice , not too long to be the charm for a bracelet , size is perfect. Prompt delivery and friendly seller. I highly recommend them!!!  :)
36a60fe8-7b41-4076-aa75-eb3d09af2b78	Item is exactly as posted.
ac96af78-b25e-4c39-a9b4-f7b78b5926b6	Very pleased with the quality and that it's airtight.
ba38d7db-a3db-4506-927d-5203250c296a	Sometimes it makes sense to purchase the name brand! I had purchased non-brand name to save money. They worked so poorly not sealing and leaking I thought my Food Saver machine was broken. I ordered these bags and everything worked great! They vacuum seal like they are supposed to with no leaking. They even sealed Florida Spiny Lobster without leaking or sharp edges poking through! I will only purchase this branded product in the future!
77761182-df4b-4abd-861d-e5420076ee4f	We agree with Consumer's Guide and others on this site that this is the very best toaster oven on the market.  The convection oven option cooks everything perfectly even; including casseroles and frozen pizza.  The toaster cooks the bread on the bottom and the top quietly, so you have to watch it until you find out which heat choice you like the best.  I like 3 for English Muffins and 2 for regular bread. I am very happy to find one that really does a great job.
2a78be68-550c-4e1b-933e-5509fb352b0a	Lovely little glasses!  Very lightweight but substantial and easy to hold with the dimples in the sides.  Perfect for a shot of espresso!
8885df35-9188-4e5f-b811-9e0fc185102d	One of my favorite pieces of jewelry. :)
02524306-13b6-4ed8-a20d-2d6cdcb09b41	The printing is not like the picture, it didnt seem like a butterfly, the wing are not clearly defined. I diceded to buy this because I have one in pink and I love it, unfortunatelly this purchase doesnt meet what I expect, is nothing like the one I all ready have.
61a6cc37-a3f0-4237-b650-9e37bce273b2	fantastic… easy to cook and use…
5afcb4b0-858f-47e6-8bf3-b2b0ba15f3ac	This is the perfect size hoop for me and my nose and I love the black.
8ff699bf-b530-4db0-b3c1-fa7229251693	love it cold water and ice last all day
16b74eac-a908-4d5a-b582-f1f206ab9dc5	Looks and feels &#34;cheap&#34;.  Not substantial at all.
a443b124-bd0e-4e55-8bd6-39a5204d8642	Beautiful. Not cheezy
8d7e8c4d-1c62-4070-be62-5a253a25568a	VERY NICE THANKS GUYS !!
2d9354d6-e859-4539-81d1-d77b746e4073	They're ok, but they don't stay frozen as long as other ice packs I've used... probably because they're thinner. But they work in lunch bags just fine and the price was right. However, if I could have found the others I had, I'd pay more because I know they'll stay cold hours longer.
5aad556b-3790-4943-9156-d9ef2b23f078	I love love  it!!
f8ea0a5c-20bb-423d-962c-962d149ecea9	I bought this as a gift for my daughter and she is  absolutely thrilled with it.
8a5e6cc8-a15d-40ec-9187-430d3b732092	I love them, but no where in the description does it say it has or doesnt have shaker tops. I had to return them, because they dont
18826f54-fd4c-46fa-b3f0-764d5070eb0f	my favorite thumb ring
39a22fb4-2a7a-43fa-a90e-62da4bc9b73e	The quality is better than I expected. The metal is sturdy and very shiny. It is a quality chain and charm. I cannot believe the price; what a deal. I would definitely purchase this product again.
b96f7843-aeac-4ecf-b0bf-5ce86d178d43	The idea was great and they work alright. We wanted to get these so we could put ice cubes in small neck reusable water bottles. Standard ice cube trays make ice too big. These ice cubes work, but if there is any overflow and the water is coming across the top of the squares, good luck getting that huge chunk out of the tray. Filling these takes some skill that I have not developed yet. Right now, as these sit in my freezer, only half of each tray is usable. The other half is stuck to the tray. No amount of bending and flexing has been able to dislodge the slab of ice. My advice, if there is any overflow, dump it out and try again. I also do not have the patience to fill ALL the squares. It takes a fair bit of patience to fill all the squares.
ca089e1a-b5b2-439b-8365-30aba560eaaf	Was a little disappointed with how big it is for my hand but the color is real nice.
a26e76c9-7a8f-4f43-8186-a7700aff5789	Very happy with them.
6bb95806-4111-4d0e-87a5-14ef0501fd7c	Love this mug but you have to be careful with it.
1891f729-4f40-4d2c-bde0-2a8791d834ce	Love it, and it fits snugly and perfectly on my pyrex measuring cups.
ed784933-4008-4566-902b-5fdfca103ae9	Just as described !
dde5670a-bf46-492c-8aa4-70c74918a249	Great look nice
33480fb5-7f8f-435f-be9a-53c27b576cf2	Love this pendant. The size is small enough to be perfect for a woman, but still large enough to be eye-catching.  Many compliments. Highly recommend Bico products
1f17cc0b-2a5c-48ef-8189-a87e2a280952	Love it!!!
aa866c8a-b7dd-45af-b7ac-e1677d0b6c7f	Beautiful ring. Wish it fit more of my fingers but looks awesome on my pinky!
f2961995-0225-43c0-b40b-8c1fe8831a94	good
9064f49f-831c-4b4a-9324-6273fb3c2952	super cute looks just like picture and works exactly as described I wish I'd known about these a long time ago
3b178e71-73de-4f5a-850e-4f210b5e5833	Perfect lunchbox solution! Great size for sandwich and two compartments perfect for sides. Nice and roomy. If I pack something that might leak (such as yogurt), I just put a little cling wrap over that compartment. We used our first set non-stop for the past year and are now updating with brighter colors. We usually wash on bottom shelf of dishwasher.
3ccd89ee-1613-4fe7-b291-fcf53e870bc7	Working well so far.  School year just started but it's keeping lunch cold so far. :-)  And - they're cute so that's a bonus. :-)
4afd20bd-5b27-4da2-959d-31383f7581f6	Exactly how it looks. Although the chain was pretty short and I would've prefer for it to be longer.I still  however really love this product!!
d480488d-8819-4aab-96cc-2e9d367eda14	Excellent unit. For what it does and how often we use, the battery life isn't that bad. I'd buy for a gift and recommend to friends.
86565144-2d06-4eb3-bed9-e8e804526a1d	Until this morning I was going to headline my review &#34;World's Best Toaster&#34;. Our previous unit had worked reliably for six years, which we know because Amazon tells me I purchased it in June, 2009. The LEDs started dying off about a year ago, and now it is mostly comatose. Time for a replacement. And the reasons for going with the same model are: (1) makes toast properly; (2) slots and retainer wires work for any bread, muffin or bagel; (3) has not electrocuted any family members or pets; and (4) has not burned our house down.<br /><br />This morning, the shiny replacement unit died after three days of casual use. Six years of service on one, and not even six days of service on the replacement. I am sure this is due to POOR QUALITY CONTROL which allows them to ship an improperly assembled unit, or possibly POOR DESIGN which leads to a high level of &#34;infant mortality&#34; as I see by other reviewers.<br /><br />For the price, this is INEXCUSABLE. I could get an unreliable toaster for one-tenth the price if I wanted one.
6e9c0884-0a67-4130-ba2d-2459029fc98e	I loved the design, and the color. My son is autistic and I thought  it would be nice to wear some awareness. Unfortunately, the clasps are no good!  The bracelet will not stay on. I had ordered 2 so I could give the other as a gift, but the clasp was no good on either one. I was disappointed. Oh shipping was almost a month.
5c00b5a1-c822-4379-a155-2e28af95035d	The item says that it comes in a &#34;deluxe medium box&#34;. I was counting on this as I was giving it to my wife as an anniversary gift. Instead, the earrings came in a tiny zipper bag in an envelope. Much smaller than they appear in the pictures.
124c4f42-3e63-4c19-bdaa-418c983779b6	This is a well made necklace. heavy enough and looks great on. the earnings are nice enough too and compliment the necklace. A good buy.
3dccdf63-8dc7-4c50-9ffd-e0698a40e105	Love, love, love my wooden cutting boards. The only thing I would suggest is the seller posting how to make a wood conditioner with beeswax and coconut oil. I had to hunt online for a recipe of what ratio to use to melt it together. But they do supply directions on just using the coconut oil, which is also nice -- I just wanted a little more protection on mine, and they suggested beeswax, but I didn't know how to use it was all. But I really liked the directions given on how to clean the board and how to keep it conditioned, etc. I thought I needed to sand it more when it came, but I think the wood is just a softer wood, because it seemed like the more I sanded it, it never got super smooth. So, a mention of that also would be nice on the directions as, I don't think I really needed to sand it anymore - it's just a grainier type of wood that has that rougher feel, and no amount of extra sanding will really get rid of that, so while it might still need to be sanded some when it arrives, don't expect it to feel completely smooth like some wood. And my husband hears me say, every time I use it, how much I love my wooden cutting boards. This one looks beautiful once it's conditioned.
38bf000a-68b8-4781-b1af-82385a50dfd1	Even I can open a wine bottle!!
8b20b667-b8df-4c8d-ab5f-8004007cd532	Great product!  Store your T-disks in this and you can set other things on top of it, maximizing shelf space.  If the drawer squeaks a spritz of household oil will silence it.
c4624aed-aac8-427f-8ca9-ab4ba50adeb2	This makes the prettiest soaps and lotion bars!! The pattern comes out so very nice.  It isn't very deep so the soaps and lotions are on the smaller side.  I put several together as a gift set and it was very well received.  Washes easily too.
1e50a4c3-dad1-41ed-91e1-6fdd4c67f484	The ring is very pretty and fits perfectly.
226d190f-ee69-4804-8148-8b1cb6836eb3	it is for my God Daughter just the right size
ca9c7465-deaf-4ddf-b1f7-be2155625aaa	Love this thing, perfect for cooking
b59d01c1-f7ef-4328-b25a-b8916e66c77b	Very light weight with a nice pop of color.  Just wish the fish hook was a little longer, I needed to bend it so it wasn't horizontal in my ear.
cb280540-f8e4-4dd6-be57-0dffdc33bb1b	Very nice, pretty and quite dainty!!
66151daa-a123-41aa-860b-6c2254826798	Nice stones but for ruby colored stones They were too orange
ca06d2fb-09fa-4420-a627-06e42d5f01b5	Does the job. Mine didn't come with a clear lid though ]:
155b8ab6-0560-4732-8f68-6cb1a2bf2318	These were adorable for my daughter's tea party, I cut out watermelon tea pots and cups. They were a big hit!
bf034c47-2355-4e9f-9b73-bade137cee2d	absolutely love it!
c0d0cec5-5447-4a43-bbba-ecb4fe2450d5	Very cheap metal.
753e6ce2-c17f-4f6f-89e2-ed5320591a85	It doesn't fit my industrial piercing, then angle of the cross or however it was fitted makes it impossible to fit into my ear, not to mention it looks cheap and glued on.
b323179c-edf3-4125-af50-2c16b0d9db7e	J.A. never disappoints and this was at a steal of a price. Cuts through everything like butter, easy to use and to sharpen!
2f39805f-7c53-4d8c-b112-5b5bef7eae89	My sister loves this, sometimes forgets to put out frozen food and this makes her life easier.
5c906874-51d8-451b-b501-32905cf75034	Great product for price. Nice length. Not too long not too short.
22670bf2-e5ca-473d-9fa2-055f92f24bbf	Very nice bracelet. The pearls are very good. Very satisfied with the purchase.
84ea1638-3e98-4d4e-8128-25a7386344a6	I got this lunch/dinner bag for my husband to take with him to work. He usually takes them in a grocery bag, so he can just throw it away if when it was empty. This is a much better way, no more trash to add to our landfills. I just love that it has reusable containers inside. They are great sizes as well. He has diabetes so I can give him portion control meals that look neat and appetizing. He is less likely to stop at the cafeteria if he has a nice looking meal to sit down to.<br />The whole unit is very well made and easy to carry. It has an attachable shoulder strap so you can just throw it on and out the door you go.<br />This bag makes an excellent alternative to the old traditional brown bag.<br /><br />* I received this product at a reduced rate to evaluate and give my honest and unbiased opinion.
3a43e9fe-4e38-4134-8605-f56e482de4dc	This whistling kettle doesn't whistle.
c2d5a3a1-a91b-43dc-8ff4-3a76b8c8e4d2	Recd in good condition.
604dbaea-7602-4a87-ae0b-c45a84bd0bb9	Good price
da4cdbc3-75da-4a00-b1e8-312574e0ae21	Crooked posts . these are as big as my knuckles. Threw them awsy
90871d72-b1fc-4b11-8a66-3855d282aece	Really liked it
2d2c83cb-b154-4979-8b72-ec1ae1e5d067	Bought this for our daughter for her Birthday in September a few months ago.  So Beautiful I couldn't wait and gave it t her for &#34;just because&#34;.  She has not taken it off once and she absolutely Loves It !!  So glad I bought !!  She is 29.<br />Great buy for the price !!
7581c630-9bde-4456-bb79-c431d416a121	I like it.
ca182c03-fde3-4a36-876f-88438588c609	Great price and product for what I used it for (photo booth back drop). Product is thin and fragile. Recommend buying more then one. I bought two and combined them together to achieve the look I wanted. Length and width is also a plus.<br />Would not recommend using this where there will be lots of traffic (door way etc). It will not hold up for more then five minutes. I would recommend using it where there is no traffics like I did.
e38880bf-aeb4-4956-b799-95e9e7198c5b	Beautiful
0e098ea0-ce9b-4f12-a594-b8db058f19e7	right size, easy to do
7e80ffe5-f144-476a-b743-34458171246e	Stunning
ed4e5a6b-8c18-432b-b8ac-e0b869ff0bb0	[[VIDEOID:f9a1fe0b28d06e627f314f16cebf8cc5]] The problem I have with larger blenders is that I always end up making too much smoothie for a single person (me) to drink. So when I was offered this smaller, single-shot blender as a free sample, I jumped at the offer.<br /><br />Sure, this blender does not have the power and durability of a VitaMix -- but it's also not hundreds of dollars and so big as to lead to oversized beverages. This little blender packs some power, as I demonstrate in my video, and is a very easy to use little bottle-blender. Note that the blender container is the on-the-go blender, which is really quite clever.<br /><br />................................<br /><br />Final note: I received this item as a free sample under an agreement that I would offer entirely objective and honest feedback.
e0aa3ec5-0d7a-4cf9-8325-2aa59be6bfc7	Even though they were exactly as described, no one notices them on the tables. I loved them, but would not buy them again for what I used them for, which was to put on the tables under the dishes that were served. Very nice I thought.
e0bca2e7-7494-4b26-95f5-646511aacbb0	Would give it 5 stars except a stone fell out of one of them within a week.
0b80c0ac-c44b-47d4-a321-86768cc7a989	Best wine stoppers I own! I use them all the time.
3cabeba0-5de4-4d7e-aa06-34b7188ed615	If you are just blending protein shakes, this does the job amazingly. However, if you intend to blend more coarse or hard items such as ice cubes or whole carrots, it does admittedly struggle. Very easy to clean, not too loud, two sizes of blending containers, I always prefer the smaller one because it mixes it faster and is easier to clean, and it even comes with a lid for on the go and I small menu for things to make with it, although I have yet to really use that. Given the choice, I would definitely purchase this again, especially juxtaposed to its cheaper or equally priced counterparts which are tacky looking and inefficient, or its more grossly expensive counterparts which do little more than this would, bar the extra torque. A great buy overall, completely recommend if on a budget!
2b3cc9ff-7b5a-4f74-994b-101ee28ae420	Now i Matcha in style
ce6ca486-a1cd-448b-b69a-99b229d2c7da	This thing is pretty big and probably won't fit into most cup holders, but then again, it's not built for that sort of thing.  It keeps my drinks ice cold all day and fits the 'wide mouth' attachments made for the hydro flask containers.  I have both a hydro flask (40oz) and this Lifeline (64oz) and their performance for liquid insulation is the same.  I picked the 64oz Lifeline container over the hydro flask one because of price and also for looks.
0bb50e66-3494-4c9f-b9ed-8d0af97c5151	So much better than the old plastic ones...
a8e4800b-9020-40a5-b514-f5b3fff59760	Marriage proposal in the ocean water a success !!! Very sturdy safe and boy does it make my ring bling!! Best investment for very special moment !! Thanks
0e774802-e24c-4f90-8e13-c110fc10831d	My wife loves Pandora but can't justify the price.  She has a few Brighton.  NinaQueen has a line of blings very similar and this studded butterfly is a cutie.  The butterfly has a front and back which has a different look.  There is a big blue crystal on one side and two tiny blue crystals on the wingtip on the other side.<br /><br />Sample item was sent to me for review and evaluation.
ab9189df-339e-4093-8f2b-9cb9bd078abe	This ring is sturdy and well loved by the man in my life. He says it is comfortable and it's fits as expected.
d7df2544-5d2b-417b-b0f0-dae4ec2f78e3	This is a genuinely beautiful piece, but ultimately too delicate for my teenager.  After wearing it a few times the thin part of the charm  broke, not to mention that the chain is also VERY delicate as well.  Not to be worn casually I'm afraid.
a779a3d9-cb51-49a3-ae8d-be8bffdca410	This ring is very big. If you like that bull ring kind of look then its great but I do not. It is clearly sold as a small ring but the fan much larger than it seems. It does fit ok and its true to color. I'm just very bummed about how big it is.
b6e6d0f2-44c1-41bc-83bc-e2113458df07	These things are really cool! (No pun intended. Well maybe a little.) I don't drink beer but I saw these and thought that they would be great as gifts for my family and friends that do drink beer. Curiosity got the better of me. I just had to try these things out but not in beer. I popped them in the freezer overnight. I drink a lot of water and a Coke or orange soda fairly often. I like them really cold. I use ice cubes but as someone else stated they water everything down. In addition I like my water filtered. I do have a filter on my icemaker but there is still an after taste in my ice cubes. Anyway I thought I'd give these things are try. I popped one in a Coke(I wish that I had read the review about a beer fizzing. Sodas do too)  I am so surprised and pleased with these.<br /><br />I am actually going to place another order and get a couple sets for my cousins. They entertain a lot and I think they will really enjoy the Cozy Sticks like I have. Oh, they are made for bottles but I put one in my glass of water and the after taste of the ice cubes is now history!. I know this sounds a bit silly but I really like the company logo. It reminds me of something from years ago but I can't remember what. I just know that it makes me smile whenever I see it. Keep Smiling & Dare to Dream!
6e6d77b4-bab3-4510-85e9-1ee44fc930a8	It's really nice
0162c57e-99c1-4951-9f85-9b3c19b72fab	Christmas gift my mom loves!!!
3fa51642-d870-45fe-a9b7-e9c89e54e6a0	love them
e98294f5-3e2a-460f-8a4f-10c510ae13b4	fell out of my hand and the bottom popped off...
07653196-16f2-41ed-af2d-c401a06f3efc	At first I was going to give these a bad review sheerly because when the box arrived it was just a bunch of these in an amazon box - as in no brand box or wrapping or anything and they were covered in dust. I was seriously about to return them but I really needed food containers for my packed lunches. I ran them through the dishwasher twice before I used them and I haven't died yet (nor have they). Quality product and I love the cabinet cleanliness they provide with the snap together lids and containers.
5f0aa8cc-09c3-49dd-bd48-5dcd44ad0f24	just what we where looking for it far better than the bands  you can get<br /> alread been used as it was bought for so medic very happy with it
69739757-05fb-4ced-a5a7-237499c044be	Beautiful! I bought this as a spare ring to wear when we go to a water park, swimming etc anywhere where I may be afraid to lose my real ring. And I chose this one because of it's similar design to my original that my husband paid 3,000 for and this one looks just as good. No complaints love it!
